Year ,Row,Image_Id,northing (m),easting (m),elevation (m),salinity (psu),Sarc,Spart,Limon,Bor,Batis,Juncus,Mud,snails (number per image)
,,,,,,,,,,,,,,
2014,21,DSC_5080,-10.06826168,10.07783178,0.697341231,104.9391693,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,21,DSC_5013,1.643588785,20.2533785,1.009758946,36.87544093,10,0,2,9,15,0,0,40
,,,,,,,,,,,,,,
2014,21,DSC_5196,-30.34549533,-7.53953271,0.71096829,52.00419445,15,9,0,0,0,0,0,42
,,,,,,,,,,,,,,
2014,21,DSC_5120,-17.06041121,4.002878505,0.695303811,125.8356401,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,21,DSC_5155,-23.17854206,-1.312705607,0.698465389,55.14533917,15,4,0,0,0,0,0,60
,,,,,,,,,,,,,,
2014,21,DSC_5093,-12.34071028,8.103471963,0.683731555,129.9407147,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,21,DSC_5016,1.11917757,19.79775701,0.992517891,38.4323223,12,0,6,9,15,0,0,25
,,,,,,,,,,,,,,
2014,21,DSC_5222,-34.89039252,-11.48825234,0.825864388,31.92365609,3,12,3,0,15,13,0,45
,,,,,,,,,,,,,,
2014,21,DSC_5044,-3.775327103,15.54528972,0.795281152,51.63325182,11,0,0,0,1,0,5,14
,,,,,,,,,,,,,,
2014,21,DSC_5131,-18.98325234,2.332266355,0.699342101,98.16124715,15,0,0,0,0,0,0,80
,,,,,,,,,,,,,,
2014,21,DSC_5142,-20.90609346,0.661654206,0.698836573,61.91052872,15,10,0,0,0,0,0,151
,,,,,,,,,,,,,,
2014,21,DSC_5178,-27.19902804,-4.805803738,0.698990819,54.52584344,5,8,0,0,0,0,6,31
,,,,,,,,,,,,,,
2014,21,DSC_5162,-24.40216822,-2.37582243,0.698381241,52.61961153,15,15,0,0,0,0,0,89
,,,,,,,,,,,,,,
2014,21,DSC_5019,0.594766355,19.34213551,0.975276837,39.98920367,10,0,3,7,15,1,0,38
,,,,,,,,,,,,,,
2014,21,DSC_5030,-1.328074766,17.67152336,0.907342505,45.43715867,15,0,3,0,10,0,0,44
,,,,,,,,,,,,,,
2014,21,DSC_5213,-33.31715888,-10.12138785,0.749112582,50.82177436,15,14,0,0,1,0,0,54
,,,,,,,,,,,,,,
2014,21,DSC_5104,-14.2635514,6.432859813,0.687480925,134.7521546,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,21,DSC_5062,-6.921794393,12.81156075,0.728322139,64.89915535,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,21,DSC_5185,-28.42265421,-5.868920561,0.702410797,52.54616294,9,15,0,0,0,0,0,88
,,,,,,,,,,,,,,
2014,21,DSC_5098,-13.21472897,7.344102804,0.68528217,132.6338816,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,21,DSC_5049,-4.649345794,14.78592056,0.777872179,51.63803505,0,0,0,0,0,0,14,1
,,,,,,,,,,,,,,
2014,21,DSC_5187,-28.77226168,-6.172668224,0.703966705,52.44762321,11,11,0,0,0,0,0,46
,,,,,,,,,,,,,,
2014,21,DSC_5223,-35.06519626,-11.64012617,0.838932194,29.39255378,1,13,2,0,15,9,0,41
,,,,,,,,,,,,,,
2014,21,DSC_5024,-0.279252336,18.58276636,0.946541746,42.58400595,13,0,2,3,15,0,0,46
,,,,,,,,,,,,,,
2014,21,DSC_5220,-34.54078505,-11.18450467,0.799728775,36.98586072,0,10,4,0,15,15,0,56
,,,,,,,,,,,,,,
2014,21,DSC_5181,-27.72343925,-5.261425234,0.699726375,54.20117994,1,14,0,0,0,0,1,56
,,,,,,,,,,,,,,
2014,21,DSC_5205,-31.91872897,-8.906397196,0.729056364,55.22759091,15,13,0,0,0,0,0,45
,,,,,,,,,,,,,,
2014,21,DSC_5125,-17.93442991,3.243509346,0.699588214,122.1768749,0,0,0,0,0,0,15,5
,,,,,,,,,,,,,,
2014,22,DSC_5364,-15.53237669,5.907802168,0.684900044,136.2072375,15,0,0,0,0,0,0,100
,,,,,,,,,,,,,,
2014,22,DSC_5409,-8.914144986,11.85176558,0.707055371,86.98889283,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5289,-26.56276287,-3.998803523,0.696997961,53.7601377,12,3,0,0,0,0,2,27
,,,,,,,,,,,,,,
2014,22,DSC_5293,-25.97447561,-3.47045122,0.696628048,53.07026636,8,4,0,0,0,0,5,42
,,,,,,,,,,,,,,
2014,22,DSC_5320,-22.00353659,0.095926829,0.696088225,59.55849551,15,14,0,0,0,0,0,95
,,,,,,,,,,,,,,
2014,22,DSC_5251,-32.15149187,-9.018150407,0.731086022,54.33435419,15,14,0,0,0,0,0,99
,,,,,,,,,,,,,,
2014,22,DSC_5281,-27.7393374,-5.05550813,0.697948564,54.75183242,15,1,0,0,0,0,0,31
,,,,,,,,,,,,,,
2014,22,DSC_5326,-21.12110569,0.888455285,0.696015413,63.07073638,15,15,0,0,0,0,0,94
,,,,,,,,,,,,,,
2014,22,DSC_5357,-16.5618794,4.983185637,0.688191322,132.1924043,15,1,0,0,0,0,0,89
,,,,,,,,,,,,,,
2014,22,DSC_5274,-28.76884011,-5.980124661,0.702340405,52.8721566,15,0,0,0,0,0,0,39
,,,,,,,,,,,,,,
2014,22,DSC_5403,-9.796575881,11.05923713,0.699297585,97.85104419,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5327,-20.97403388,1.02054336,0.696003277,63.65610985,15,15,0,0,0,0,0,119
,,,,,,,,,,,,,,
2014,22,DSC_5325,-21.26817751,0.756367209,0.696027548,62.4853629,14,14,0,0,0,0,0,77
,,,,,,,,,,,,,,
2014,22,DSC_5393,-11.26729404,9.738356369,0.686367942,115.9546298,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,22,DSC_5343,-18.62088482,3.133952575,0.696255769,113.8374747,15,14,0,0,0,0,0,87
,,,,,,,,,,,,,,
2014,22,DSC_5458,-1.707626016,18.3240813,0.92378025,46.33435714,15,0,0,0,0,0,0,21
,,,,,,,,,,,,,,
2014,22,DSC_5294,-25.82740379,-3.338363144,0.69653557,52.89779853,7,4,0,0,0,0,6,40
,,,,,,,,,,,,,,
2014,22,DSC_5434,-5.237349593,15.15396748,0.754526332,56.91085072,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5351,-17.4443103,4.190657182,0.692737531,128.2966998,15,3,0,0,0,0,0,90
,,,,,,,,,,,,,,
2014,22,DSC_5365,-15.38530488,6.039890244,0.684552611,135.9019362,15,0,0,0,1,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5358,-16.41480759,5.115273713,0.68743362,132.8416884,15,1,0,0,0,0,0,111
,,,,,,,,,,,,,,
2014,22,DSC_5261,-30.68077371,-7.697269648,0.711546771,52.6344026,15,14,0,0,0,0,0,64
,,,,,,,,,,,,,,
2014,22,DSC_5310,-23.47425474,-1.22495393,0.696145905,55.49459531,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5275,-28.62176829,-5.848036585,0.701649255,52.92323656,15,0,0,0,0,0,0,40
,,,,,,,,,,,,,,
2014,22,DSC_5470,0.057235772,19.90913821,0.985882844,37.81404938,8,0,2,13,15,0,0,13
,,,,,,,,,,,,,,
2014,22,DSC_5386,-12.29679675,8.813739837,0.677547343,128.5325676,0,0,0,0,0,0,15,5
,,,,,,,,,,,,,,
2014,22,DSC_5355,-16.85602304,4.719009485,0.689706725,130.8938362,15,2,0,0,0,0,0,115
,,,,,,,,,,,,,,
2014,22,DSC_5271,-29.21005556,-6.376388889,0.704413855,52.71891671,15,0,0,0,0,0,0,46
,,,,,,,,,,,,,,
2014,22,DSC_5347,-18.03259756,3.662304878,0.695768337,125.6995634,15,12,0,0,0,0,0,92
,,,,,,,,,,,,,,
2014,22,DSC_5412,-8.472929539,12.24802981,0.710934263,81.55781716,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,22,DSC_5247,-32.73977913,-9.54650271,0.739772472,52.51138703,15,15,0,0,0,0,0,129
,,,,,,,,,,,,,,
2014,22,DSC_5424,-6.708067751,13.83308672,0.734056577,67.0301509,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5262,-30.5337019,-7.565181572,0.710634204,52.25919706,15,15,0,0,0,0,0,52
,,,,,,,,,,,,,,
2014,22,DSC_5473,0.49845122,20.30540244,1.001774755,35.92096802,9,0,4,15,15,0,0,22
,,,,,,,,,,,,,,
2014,22,DSC_5352,-17.29723848,4.322745257,0.691979829,128.9459839,15,3,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5242,-33.47513821,-10.20694309,0.750644705,50.14760018,15,14,0,0,0,0,0,162
,,,,,,,,,,,,,,
2014,22,DSC_5317,-22.44475203,-0.300337398,0.696124631,57.80237507,15,13,0,0,0,0,0,70
,,,,,,,,,,,,,,
2014,22,DSC_5264,-30.23955827,-7.30100542,0.709251904,52.36135698,14,13,0,0,0,0,0,74
,,,,,,,,,,,,,,
2014,22,DSC_5361,-15.97359214,5.51153794,0.685913757,136.3034517,15,0,0,0,0,0,0,96
,,,,,,,,,,,,,,
2014,22,DSC_5335,-19.79745935,2.077247967,0.696078743,85.91720896,15,14,0,0,0,0,0,76
,,,,,,,,,,,,,,
2014,22,DSC_5239,-33.91635366,-10.60320732,0.757657326,45.79194242,11,13,6,0,2,8,0,128
,,,,,,,,,,,,,,
2014,22,DSC_5286,-27.00397832,-4.395067751,0.697275396,54.27754121,15,3,0,0,0,0,0,29
,,,,,,,,,,,,,,
2014,22,DSC_5303,-24.50375745,-2.149570461,0.696276282,53.28559531,0,2,0,0,0,0,13,7
,,,,,,,,,,,,,,
2014,22,DSC_5323,-21.56232114,0.492191057,0.696051819,61.31461594,15,15,0,0,0,0,0,87
,,,,,,,,,,,,,,
2014,22,DSC_5395,-10.97315041,10.00253252,0.68895387,112.3339127,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5328,-20.82696206,1.152631436,0.695991142,64.24148333,14,15,0,0,0,0,0,120
,,,,,,,,,,,,,,
2014,22,DSC_5396,-10.82607859,10.1346206,0.690246835,110.5235541,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5333,-20.09160298,1.813071816,0.696034486,78.93714252,15,14,0,0,0,0,0,80
,,,,,,,,,,,,,,
2014,22,DSC_5390,-11.70850949,9.342092141,0.682489049,121.3857055,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,22,DSC_5462,-1.119338753,18.8524336,0.943504414,42.86226634,15,0,3,0,8,0,0,28
,,,,,,,,,,,,,,
2014,22,DSC_5471,0.204307588,20.04122629,0.991180148,37.18302226,9,0,1,15,15,0,0,12
,,,,,,,,,,,,,,
2014,22,DSC_5282,-27.59226558,-4.923420054,0.697645309,54.96741255,15,1,0,0,0,0,0,28
,,,,,,,,,,,,,,
2014,22,DSC_5373,-14.20873035,7.096594851,0.68177315,133.4595256,15,0,0,0,0,0,0,75
,,,,,,,,,,,,,,
2014,22,DSC_5442,-4.060775068,16.21067209,0.807789221,53.81844335,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5278,-28.18055285,-5.451772358,0.699575806,53.07647644,15,0,0,0,0,0,0,46
,,,,,,,,,,,,,,
2014,22,DSC_5389,-11.8555813,9.210004065,0.681196084,123.196064,0,0,0,0,0,0,15,4
,,,,,,,,,,,,,,
2014,22,DSC_5322,-21.70939295,0.360102981,0.696063954,60.72924246,15,12,0,0,0,0,0,81
,,,,,,,,,,,,,,
2014,22,DSC_5306,-24.06254201,-1.753306233,0.696220406,54.2323096,0,1,0,0,0,0,14,8
,,,,,,,,,,,,,,
2014,22,DSC_5400,-10.23779133,10.6629729,0.695418692,103.2821199,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5356,-16.70895122,4.851097561,0.688949023,131.5431202,15,1,0,0,0,0,0,112
,,,,,,,,,,,,,,
2014,22,DSC_5464,-0.825195122,19.11660976,0.954099022,41.6002121,12,0,6,0,13,0,0,19
,,,,,,,,,,,,,,
2014,22,DSC_5297,-25.38618835,-2.942098916,0.696404095,52.11584472,1,5,0,0,0,0,9,26
,,,,,,,,,,,,,,
2014,22,DSC_5384,-12.59094038,8.549563686,0.67795139,130.1012111,5,0,0,0,0,0,10,2
,,,,,,,,,,,,,,
2014,22,DSC_5449,-3.031272358,17.13528862,0.858535296,50.54415563,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5334,-19.94453117,1.945159892,0.696056614,82.42717574,15,14,0,0,0,0,0,86
,,,,,,,,,,,,,,
2014,22,DSC_5466,-0.531051491,19.38078591,0.964693629,40.33815786,10,0,4,5,15,0,0,9
,,,,,,,,,,,,,,
2014,22,DSC_5288,-26.70983469,-4.130891599,0.69709044,53.93260554,14,4,0,0,0,0,1,25
,,,,,,,,,,,,,,
2014,22,DSC_5252,-32.00442005,-8.886062331,0.72891441,54.79009598,15,13,0,0,0,0,0,99
,,,,,,,,,,,,,,
2014,22,DSC_5311,-23.32718293,-1.092865854,0.696127279,55.81016674,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5392,-11.41436585,9.606268293,0.685074977,117.7649883,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5468,-0.236907859,19.64496206,0.975288237,39.07610362,7,0,1,10,15,1,0,12
,,,,,,,,,,,,,,
2014,22,DSC_5280,-27.88640921,-5.187596206,0.698472427,54.13010086,15,1,0,0,0,0,0,32
,,,,,,,,,,,,,,
2014,22,DSC_5454,-2.295913279,17.795729,0.894782493,48.20537869,11,0,0,0,0,0,4,8
,,,,,,,,,,,,,,
2014,22,DSC_5300,-24.9449729,-2.545834688,0.696332158,52.33888102,0,4,0,0,0,0,11,22
,,,,,,,,,,,,,,
2014,22,DSC_5368,-14.94408943,6.436154472,0.683510313,134.9860322,15,0,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5337,-19.50331572,2.341424119,0.696122999,92.89727539,15,15,0,0,0,0,0,90
,,,,,,,,,,,,,,
2014,22,DSC_5255,-31.56320461,-8.489798103,0.722399573,56.15732135,15,13,0,0,0,0,0,88
,,,,,,,,,,,,,,
2014,22,DSC_5354,-17.00309485,4.586921409,0.690464426,130.2445521,15,5,0,0,0,0,0,108
,,,,,,,,,,,,,,
2014,22,DSC_5346,-18.17966938,3.530216802,0.696322154,124.3075743,15,11,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5455,-2.148841463,17.92781707,0.902031932,47.7376233,14,0,0,0,0,0,2,10
,,,,,,,,,,,,,,
2014,22,DSC_5371,-14.50287398,6.832418699,0.682468015,134.0701282,15,0,0,0,0,0,0,79
,,,,,,,,,,,,,,
2014,22,DSC_5302,-24.65082927,-2.281658537,0.696294907,52.97002388,0,2,0,0,0,0,13,9
,,,,,,,,,,,,,,
2014,22,DSC_5287,-26.8569065,-4.262979675,0.697182918,54.10507337,14,4,0,0,0,0,1,32
,,,,,,,,,,,,,,
2014,22,DSC_5372,-14.35580217,6.964506775,0.682120582,133.7648269,15,0,0,0,0,0,0,44
,,,,,,,,,,,,,,
2014,22,DSC_5359,-16.26773577,5.247361789,0.686675919,133.4909725,15,0,0,0,0,0,0,114
,,,,,,,,,,,,,,
2014,22,DSC_5380,-13.17922764,8.021211382,0.679341121,131.3224164,15,0,0,0,0,0,0,32
,,,,,,,,,,,,,,
2014,22,DSC_5436,-4.943205962,15.41814363,0.76539802,56.33817926,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5461,-1.266410569,18.72034553,0.938207111,43.49329346,15,0,1,0,4,0,0,35
,,,,,,,,,,,,,,
2014,22,DSC_5296,-25.53326016,-3.074186992,0.696435989,52.39812025,2,5,0,0,0,0,9,37
,,,,,,,,,,,,,,
2014,22,DSC_5318,-22.29768022,-0.168249322,0.696112495,58.38774855,15,12,0,0,0,0,0,78
,,,,,,,,,,,,,,
2014,22,DSC_5362,-15.82652033,5.643626016,0.685594909,136.8178401,15,0,0,0,0,0,0,83
,,,,,,,,,,,,,,
2014,22,DSC_5265,-30.09248645,-7.168917344,0.708560754,52.41243694,15,12,0,0,0,0,0,76
,,,,,,,,,,,,,,
2014,22,DSC_5465,-0.678123306,19.24869783,0.959396326,40.96918498,10,0,8,2,13,0,0,19
,,,,,,,,,,,,,,
2014,22,DSC_5259,-30.97491734,-7.961445799,0.714533699,55.62156425,15,15,0,0,0,0,0,79
,,,,,,,,,,,,,,
2014,22,DSC_5366,-15.23823306,6.17197832,0.684205178,135.5966349,15,0,0,0,0,0,0,100
,,,,,,,,,,,,,,
2014,22,DSC_5408,-9.061216802,11.71967751,0.705762406,88.79925139,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,22,DSC_5391,-11.56143767,9.474180217,0.683782013,119.5753469,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5476,0.939666667,20.70166667,1.017666667,34.02788667,5,0,0,15,15,0,0,16
,,,,,,,,,,,,,,
2014,22,DSC_5235,-34.50464092,-11.13155962,0.79612986,37.65495344,0,14,0,0,12,10,0,89
,,,,,,,,,,,,,,
2014,22,DSC_5405,-9.502432249,11.32341328,0.701883513,94.23032707,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5410,-8.767073171,11.98385366,0.708348335,85.17853427,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5336,-19.65038753,2.209336043,0.696100871,89.40724217,14,14,0,0,0,0,0,84
,,,,,,,,,,,,,,
2014,22,DSC_5299,-25.09204472,-2.677922764,0.696350783,52.0233096,0,5,0,0,0,0,10,18
,,,,,,,,,,,,,,
2014,22,DSC_5472,0.351379404,20.17331436,0.996477452,36.55199514,9,0,3,15,15,0,0,27
,,,,,,,,,,,,,,
2014,22,DSC_5290,-26.41569106,-3.866715447,0.696905483,53.58766987,12,4,0,0,0,0,2,33
,,,,,,,,,,,,,,
2014,22,DSC_5291,-26.26861924,-3.734627371,0.696813005,53.41520203,12,4,0,0,0,0,2,36
,,,,,,,,,,,,,,
2014,22,DSC_5314,-22.88596748,-0.696601626,0.696124609,56.61064851,8,0,0,0,0,0,6,13
,,,,,,,,,,,,,,
2014,22,DSC_5460,-1.413482385,18.58825745,0.933168487,44.2670875,15,0,0,0,2,0,0,38
,,,,,,,,,,,,,,
2014,22,DSC_5421,-7.149283198,13.43682249,0.727934822,70.06833821,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5301,-24.79790108,-2.413746612,0.696313532,52.65445245,0,1,0,0,0,0,13,14
,,,,,,,,,,,,,,
2014,22,DSC_5342,-18.76795664,3.001864499,0.696233641,110.3474415,15,15,0,0,0,0,0,90
,,,,,,,,,,,,,,
2014,22,DSC_5377,-13.62044309,7.624947154,0.680383419,132.2383203,15,0,0,0,0,0,0,32
,,,,,,,,,,,,,,
2014,22,DSC_5231,-35.09292818,-11.65991192,0.840825972,29.02015186,1,6,0,0,14,6,0,12
,,,,,,,,,,,,,,
2014,22,DSC_5248,-32.59270732,-9.414414634,0.737600859,52.96712882,15,15,0,0,0,0,0,117
,,,,,,,,,,,,,,
2014,22,DSC_5230,-35.24,-11.792,0.852,26.86145146,0,6,0,0,15,3,0,10
,,,,,,,,,,,,,,
2014,22,DSC_5469,-0.089836043,19.77705014,0.980585541,38.4450765,7,0,0,12,15,0,0,12
,,,,,,,,,,,,,,
2014,22,DSC_5474,0.645523035,20.43749051,1.007072059,35.2899409,6,0,2,15,15,0,0,19
,,,,,,,,,,,,,,
2014,22,DSC_5267,-29.79834282,-6.904741192,0.707178454,52.51459687,15,10,0,0,0,0,0,63
,,,,,,,,,,,,,,
2014,22,DSC_5360,-16.12066396,5.379449864,0.686194469,134.6954838,15,0,0,0,0,0,0,98
,,,,,,,,,,,,,,
2014,22,DSC_5250,-32.29856369,-9.150238482,0.733257635,53.8786124,15,15,0,0,0,0,0,108
,,,,,,,,,,,,,,
2014,22,DSC_5232,-34.94585637,-11.52782385,0.829651944,31.17885225,0,7,1,0,15,9,0,21
,,,,,,,,,,,,,,
2014,22,DSC_5345,-18.32674119,3.398128726,0.696300026,120.8175411,15,15,0,0,0,0,0,100
,,,,,,,,,,,,,,
2014,22,DSC_5374,-14.06165854,7.228682927,0.681425717,133.1542243,15,0,0,0,0,0,0,70
,,,,,,,,,,,,,,
2014,22,DSC_5378,-13.47337127,7.75703523,0.680035986,131.933019,15,0,0,0,0,0,0,35
,,,,,,,,,,,,,,
2014,22,DSC_5268,-29.651271,-6.772653117,0.706487304,52.56567683,15,8,0,0,0,0,0,52
,,,,,,,,,,,,,,
2014,22,DSC_5388,-12.00265312,9.077915989,0.67990312,125.0064226,0,0,0,0,0,0,15,4
,,,,,,,,,,,,,,
2014,22,DSC_5453,-2.442985095,17.66364092,0.887533054,48.67313408,8,0,0,0,0,0,7,5
,,,,,,,,,,,,,,
2014,22,DSC_5257,-31.26906098,-8.225621951,0.718056349,57.06880493,15,12,0,0,0,0,0,84
,,,,,,,,,,,,,,
2014,22,DSC_5295,-25.68033198,-3.206275068,0.696467883,52.68039579,4,5,0,0,0,0,8,36
,,,,,,,,,,,,,,
2014,22,DSC_5404,-9.649504065,11.1913252,0.700590549,96.04068563,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5284,-27.29812195,-4.659243902,0.697460353,54.62247688,15,1,0,0,0,0,0,28
,,,,,,,,,,,,,,
2014,22,DSC_5422,-7.002211382,13.56891057,0.729975407,69.0556091,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5370,-14.6499458,6.700330623,0.682815448,134.3754296,15,0,0,0,0,0,0,97
,,,,,,,,,,,,,,
2014,22,DSC_5402,-9.943647696,10.92714905,0.69800462,99.66140274,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5375,-13.91458672,7.360771003,0.681078284,132.848923,15,0,0,0,0,0,0,73
,,,,,,,,,,,,,,
2014,22,DSC_5407,-9.208288618,11.58758943,0.704469442,90.60960995,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5324,-21.41524932,0.624279133,0.696039683,61.89998942,15,15,0,0,0,0,0,91
,,,,,,,,,,,,,,
2014,22,DSC_5254,-31.71027642,-8.621886179,0.724571186,55.70157956,15,13,0,0,0,0,0,91
,,,,,,,,,,,,,,
2014,22,DSC_5237,-34.21049729,-10.86738347,0.773781804,41.97235423,6,9,0,0,2,13,0,46
,,,,,,,,,,,,,,
2014,22,DSC_5418,-7.590498645,13.04055827,0.721813066,73.10652551,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5304,-24.35668564,-2.017482385,0.696257656,53.60116674,0,1,0,0,0,0,14,5
,,,,,,,,,,,,,,
2014,22,DSC_5413,-8.325857724,12.38011789,0.712227228,79.7474586,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5305,-24.20961382,-1.885394309,0.696239031,53.91673817,0,1,0,0,0,0,14,7
,,,,,,,,,,,,,,
2014,22,DSC_5448,-3.178344173,17.00320054,0.851285857,51.01191102,0,0,0,0,0,0,15,3
,,,,,,,,,,,,,,
2014,22,DSC_5258,-31.12198916,-8.093533875,0.716027163,57.11514508,15,15,0,0,0,0,0,81
,,,,,,,,,,,,,,
2014,22,DSC_5350,-17.59138211,4.058569106,0.693495232,127.6474157,15,5,0,0,0,0,0,79
,,,,,,,,,,,,,,
2014,22,DSC_5256,-31.41613279,-8.357710027,0.720227961,56.61306314,15,12,0,0,0,0,0,86
,,,,,,,,,,,,,,
2014,22,DSC_5298,-25.23911653,-2.81001084,0.696372201,51.83356918,0,5,0,0,0,0,10,24
,,,,,,,,,,,,,,
2014,22,DSC_5330,-20.53281843,1.416807588,0.695984198,68.68281687,15,15,0,0,0,0,0,83
,,,,,,,,,,,,,,
2014,22,DSC_5459,-1.560554201,18.45616938,0.928807127,45.41466727,15,0,0,0,0,0,0,29
,,,,,,,,,,,,,,
2014,22,DSC_5321,-21.85646477,0.228014905,0.696076089,60.14386899,15,14,0,0,0,0,0,98
,,,,,,,,,,,,,,
2014,22,DSC_5269,-29.50419919,-6.640565041,0.705796155,52.61675679,15,2,0,0,0,0,0,27
,,,,,,,,,,,,,,
2014,22,DSC_5381,-13.03215583,8.153299458,0.678993688,131.017115,15,0,0,0,0,0,0,31
,,,,,,,,,,,,,,
2014,22,DSC_5385,-12.44386856,8.681651762,0.677606573,129.7872934,0,0,0,0,0,0,14,3
,,,,,,,,,,,,,,
2014,22,DSC_5316,-22.59182385,-0.432425474,0.696136766,57.2170016,15,4,0,0,0,0,0,63
,,,,,,,,,,,,,,
2014,22,DSC_5279,-28.03348103,-5.319684282,0.698996291,53.50836929,15,0,0,0,0,0,0,45
,,,,,,,,,,,,,,
2014,22,DSC_5266,-29.94541463,-7.036829268,0.707869604,52.46351691,15,10,0,0,0,0,0,54
,,,,,,,,,,,,,,
2014,22,DSC_5406,-9.355360434,11.45550136,0.703176478,92.41996851,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5319,-22.1506084,-0.036161247,0.69610036,58.97312203,14,14,0,0,0,0,0,85
,,,,,,,,,,,,,,
2014,22,DSC_5452,-2.590056911,17.53155285,0.880283614,49.14088947,6,0,0,0,0,0,9,1
,,,,,,,,,,,,,,
2014,22,DSC_5277,-28.32762466,-5.583860434,0.700266956,53.02539648,15,0,0,0,0,0,0,49
,,,,,,,,,,,,,,
2014,22,DSC_5429,-5.972708672,14.4935271,0.744259503,61.96650538,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5272,-29.06298374,-6.244300813,0.703722705,52.76999667,15,0,0,0,0,0,0,44
,,,,,,,,,,,,,,
2014,22,DSC_5341,-18.91502846,2.869776423,0.696211513,106.8574083,15,14,0,0,0,0,0,89
,,,,,,,,,,,,,,
2014,22,DSC_5238,-34.06342547,-10.73529539,0.762607776,44.13105463,7,13,3,0,3,10,0,136
,,,,,,,,,,,,,,
2014,22,DSC_5382,-12.88508401,8.285387534,0.678646256,130.7118137,14,0,0,0,0,0,1,17
,,,,,,,,,,,,,,
2014,22,DSC_5411,-8.620001355,12.11594173,0.709641299,83.36817571,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5443,-3.913703252,16.34276016,0.815038661,53.35068796,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
2014,22,DSC_5241,-33.62221003,-10.33903117,0.752982245,48.69571426,14,15,0,0,1,3,0,176
,,,,,,,,,,,,,,
2014,22,DSC_5329,-20.67989024,1.284719512,0.695982388,65.46513305,14,15,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5367,-15.09116125,6.304066396,0.683857746,135.2913335,15,0,0,0,0,0,0,111
,,,,,,,,,,,,,,
2014,22,DSC_5249,-32.4456355,-9.282326558,0.735429247,53.42287061,15,15,0,0,0,0,0,105
,,,,,,,,,,,,,,
2014,22,DSC_5437,-4.796134146,15.55023171,0.772247077,55.9743,0,0,0,0,0,0,15,2
,,,,,,,,,,,,,,
2014,22,DSC_5340,-19.06210027,2.737688347,0.696189384,103.367375,15,13,0,0,0,0,0,104
,,,,,,,,,,,,,,
2014,22,DSC_5423,-6.855139566,13.70099864,0.732015992,68.04288,0,0,0,0,0,0,15,1
,,,,,,,,,,,,,,
